"","accelY","accelZ","accelMag","gyroX","risk","step"
"1629",10.2984342575,0.1002914459,11.2972143605,-0.839889884,1,0
"1630",8.3199987411,-0.3658392429,8.7584166238,-0.4295380712,1,0
"1631",8.405620575,-0.9427395463,8.6192528194,-0.4135502875,1,0
"1632",8.4535207748,-0.6246510148,8.5597774883,-0.5425179005,1,0
"1633",7.2405929565,-1.0984158516,7.8677938279,-1.0551921129,1,0
"1634",8.2048873901,-1.333127737,9.0913498061,-1.1415256262,1,0
"1635",9.2440271378,-0.87912184,10.1156659842,-1.27795434,1,0
"1636",10.3159475327,0.3673361242,11.0466039212,-1.4111856222,1,0
"1637",10.5148839951,0.721799016,10.7845429188,-1.3312468529,1,0
"1638",11.2809906006,0.4951702952,11.3039933567,-1.0189530849,1,1
"1639",11.1637849808,-0.799936533,11.2681250477,-0.6501687169,1,0
"1640",10.7883653641,-0.1975891143,11.2545672153,-0.3719818294,1,0
"1641",9.5122690201,0.0628692657,10.1260560038,-0.1630754769,1,0
"1642",8.818611145,-1.06054461,9.8008454717,0.0383702926,1,0
"1643",9.3359355927,-1.4873070717,10.4051832048,0.2430137098,1,0
"1644",8.712931633,-0.3611988723,9.6415726306,0.5318588614,1,0
"1645",7.8206367493,1.2769944668,8.6149450101,0.6725512147,1,0
"1646",7.6543326378,1.2602293491,8.3825667631,0.6309827566,1,0
"1647",9.7088108063,0.7003934979,10.1737776938,0.3144255877,1,0
"1648",10.4274663925,1.0722203255,11.1396446278,0.3016352057,1,0
"1649",9.4345808029,0.0977467373,9.644358402,0.4188784957,1,0
"1650",11.6799116135,0.6968010068,11.8195611749,0.556373477,1,0
"1651",12.5747509003,2.8199858665,13.1674177382,0.1342968196,1,0
"1652",13.3704957962,2.7592122555,13.9856319268,-0.5862177014,1,0
"1653",14.4079885483,2.2531147003,14.7823323343,-1.0935623646,1,0
"1654",17.068107605,0.3291654885,17.2799281465,-0.8548118472,1,0
"1655",17.2971305847,0.1998344362,17.6252614536,-0.718383193,1,0
"1656",15.464641571,1.9422111511,16.1452868691,-0.5553082228,1,0
"1657",13.0744113922,1.6977695227,13.8874812994,-0.0884656832,1,0
"1658",12.1562213898,-0.437689811,12.7803271271,0.4838958383,1,0
"1659",10.9844579697,-1.129551053,11.2305387226,0.9976353049,1,0
"1660",9.8345489502,-1.4385086298,10.0246195048,1.3600244522,1,0
"1661",9.7050685883,-1.384920001,9.9282721134,1.5902477503,1,0
"1662",10.7058868408,-1.1458671093,10.9558854264,1.6808453798,1,0
"1663",11.4435529709,-0.4751119912,11.6720874364,1.9334515333,1,0
"1664",11.2320432663,-0.3582051098,11.5894099335,2.7712097168,1,0
"1665",10.9961338043,-0.3686833084,11.1345547568,3.0835037231,1,0
"1666",9.8579006195,-3.1088850498,11.0315301011,3.0962939262,1,0
"1667",8.5403404236,-2.4399261475,9.4323235267,2.4589157104,1,0
"1668",9.0027284622,-2.0425026417,9.5735238553,2.1626091003,1,0
"1669",9.7152471542,-2.1848566532,10.2244151799,2.0741438866,1,0
"1670",9.2811498642,-2.1179456711,9.8951234155,1.9206610918,1,0
"1671",8.5333051682,-3.2217502594,9.7060338082,1.7991544008,1,0
"1672",7.0549793243,-3.4012269974,8.8505242489,1.8929491043,1,0
"1673",5.9246797562,-3.9173538685,7.9191769552,1.9835463762,1,0
"1674",4.8946714401,-3.2766861916,5.8977522496,1.7746399641,1,0
"1675",2.6150619984,-3.2603700161,4.1846057512,1.7074916363,1,0
"1676",2.5104296207,-3.6553986073,4.4452558624,1.5614699125,1,1
"1677",3.1933095455,-4.9599356651,5.9475218669,1.3674852848,1,0
"1678",3.3626074791,-5.5612354279,6.6649926309,1.1138128042,1,0
"1679",3.535946846,-5.1217494011,6.3286940331,0.9358158708,1,0
"1680",3.7443137169,-5.0973501205,6.3590288748,0.6864068508,1,0
"1681",2.9638366699,-6.0571541786,6.8539867745,0.4231421947,1,0
"1682",2.97057271,-8.0647792816,8.9102311723,0.1183090657,1,0
"1683",3.6980597973,-8.494685173,9.7449311995,0.0202509426,1,0
"1684",4.5753855705,-7.8742256165,9.5799855452,0.0127898315,1,0
"1685",4.8892827034,-7.9105997086,9.6258924987,-0.2451458424,1,0
"1686",3.7657191753,-8.4030761719,9.5656840689,-0.6523002982,1,0
"1687",3.4018259048,-10.3933372498,11.3112546119,-0.9262239933,1,0
"1688",4.0776705742,-10.3671417236,11.5762501381,-1.0253479481,1,0
"1689",4.4813809395,-10.946436882,12.2008227962,-0.9933726788,1,0
"1690",4.6595106125,-10.2497854233,11.8062120283,-1.0285458565,1,0
"1691",12.9200820923,-13.8719530106,19.702113562,-0.1438903213,1,0
"1692",19.0579185486,-15.2423534393,25.9531955523,0.1033871099,1,0
"1693",7.819589138,-8.154592514,11.3006546641,-1.7010971308,1,0
"1694",2.6490411758,-8.2487468719,9.5424266885,-1.6755166054,1,0
"1695",1.9972965717,-5.534740448,5.9604203986,-1.6733850241,1,0
"1696",5.7733440399,-3.3726365566,6.752047193,-2.2446804047,1,0
"1697",14.4063415527,-1.9815793037,14.6758904208,-1.8705670834,1,0
"1698",15.0281486511,-2.1234841347,15.3419399709,-1.7245453596,1,0
"1699",7.6865158081,-2.2597010136,8.165397805,-1.7362699509,1,0
"1700",5.9432411194,-2.9924271107,6.701381928,-1.5465487242,1,0
"1701",5.9317150116,-3.1639704704,6.8162828494,-1.4644781351,1,0
"1702",7.2828054428,-2.0032842159,8.1685380413,-1.5262973309,1,0
"1703",8.1307916641,-1.8540444374,8.9759845332,-1.5625362396,1,0
"1704",9.8608942032,-1.6955240965,10.8788305092,-1.6435408592,1,0
"1705",9.3447675705,-0.3043171763,10.6361563958,-1.7554553747,1,0
"1706",7.0687503815,-0.545615375,8.6651402621,-1.2790204287,1,0
"1707",6.9554362297,-1.0406359434,8.3298933431,-1.0669161081,1,0
"1708",7.3772587776,-2.1778211594,8.6235876724,-1.1084843874,1,0
"1709",8.9823713303,-1.1509566307,10.0391989138,-1.3280494213,1,0
"1710",9.826166153,-0.8364605904,10.9090565565,-1.3610907793,1,0
"1711",10.2179021835,-1.0045609474,10.8256998801,-1.0242820978,1,0
"1712",9.6874046326,-0.7943980694,9.9461168082,-0.8718656898,1,0
"1713",9.9381332397,-1.2005035877,10.1642655419,-0.8185731769,1,0
"1714",9.9053516388,-1.9877165556,10.2429241786,-0.8857218623,1,0
"1715",9.2898321152,-1.9778370857,9.7822093554,-0.9070385695,1,0
"1716",9.504784584,-1.2810360193,9.9280484916,-0.9006435275,1,0
"1717",9.8415842056,0.8713380694,10.4645750916,-0.7343711853,1,0
"1718",10.0372276306,0.0335302725,10.6212226885,-0.6245882511,1,0
"1719",9.8360462189,-0.1754351854,10.2198638776,-0.6075347066,1,0
"1720",9.0272779465,-1.6354990005,9.2337268273,-0.6576297879,1,0
"1721",9.192234993,-1.4239888191,9.3272179142,-0.5936787724,1,0
"1722",9.3510541916,0.4516108632,9.8476608985,-0.5606372356,1,0
"1723",10.5545520782,0.3221301138,11.3847105058,-0.6128639579,1,0
"1724",10.0493526459,0.1643582135,10.3117005934,-0.6054030657,1,0
"1725",10.0001049042,-0.3004252613,10.0353170451,-0.5499789715,1,1
"1726",9.4576330185,-0.3239263892,9.4698260108,-0.3442697525,1,0
"1727",8.6618871689,0.6262975931,8.7298377848,-0.2920430303,1,0
"1728",8.803194046,2.2007236481,9.4653439077,-0.4306038618,1,0
"1729",9.9876804352,1.1936178207,10.9585661386,-0.4689744115,1,0
"1730",11.1688737869,1.2536430359,11.779649054,-0.4508548081,1,0
"1731",10.7986936569,0.9364526272,11.0299009195,-0.1630754769,1,0
"1732",10.3966302872,1.4862593412,10.5912236715,0.0639507547,1,0
